review_title,review_title_length,the_review,the_review_length,review_score,year,month,month_name,day
doesnt connect to laptop,4,"EASY TO USE! It took less than 30 second to install. It comes with a C charger connecter I didn't need to use it. Take the piece from under the mouse and put it directly in the computer, turn mouse on and use. Real comfortable to my hand, sleek, bright colors,and just a cool accessory to my workspace.",58,1.0,2021,06,June,03
Quiet,1,I love the light weight fee to this mouse. But unfortunately it doesn’t hold a charge to be able to use it.,22,5.0,2021,06,June,03
Terrible,1,Works well easy to use stays charged for a long time. Connects easily definitely a good buy for the price,20,1.0,2021,06,June,03
dies after 2 months,4,I love how the mouse changed colors and the set up was easy just plug and go. The charging was easy as well,23,1.0,2021,06,June,03
Do not recommend,3,I purchased this mouse because I needed a new one for my work from home station. I came across this mouse and read some of the reviews and thought I would take a chance on it. It has turned out to be one of the best things I have purchased from Amazon! It is such a smooth operating mouse and the color displays on it are really fun! I definitely recommend this product to anyone who is in search of a wireless mouse.!,83,1.0,2021,06,June,03
Great product Great value,4,The mouse was surprisingly lightweight. I am accustomed to the wireless mice that are battery powered and it makes a huge difference. It is super sensitive too. I was able to use it on fabric and on wood directly without issue. My old mouse required a mouse pad. The lights can be left on or turned off but you still see the red glow of the sensor when lights are turned off. The USB receiver was easily found underneath. It was a bit difficult to pull out but using my nails it came out pretty quick. It also comes with the USB c adapter which you don't see often but I believe it would work with a Chromebook? or maybe with a USB c charger? It has everything I need and it is crazy how lightweight this thing is!,139,5.0,2021,06,June,03
Light weight and easy to handle,6,"I really like this mouse, I just wish I had a way to know what the battery was at or when it is getting low.",25,5.0,2021,06,June,02
Looks good but not a long term purchase,8,The shape is great and the charge really last. unfortunately after 3 months of use the USB connector has stopped working and the USB charger does not connect to the computer it only charges,34,4.0,2021,06,June,02
NICE EASY OPERATE MOUSE,4,exactly what i thought it was gonna be! i use this at work and although the sleep mode can be annoying it does it’s job!,25,5.0,2021,06,June,02
Great product!,2,Liked the sleek design and that it lights up ☺️,10,5.0,2021,06,June,02
comfortable and easy,3,That it is rechargeable and slim and good buttons make it super,12,5.0,2021,06,June,01
No Laptop Should Be With This,6,Super cute and so easy to use! I love that it’s so slim too!,14,5.0,2021,06,June,01
Sux,1,"First, I removed  the charging cable from the box and found that the wire was broken and I figured I could find another cable but then I pulled out the mouse and it was broken as well. The top half of the mouse was broken off from the bottom half. Needless to say I returned the product for a refund.",60,2.0,2021,06,June,01
Very cute but cheap quality,5,"Good enough for the price, but very awkward to handle. Middle mouse button is hard to push and often doesn't actually get pushed despite making the sound.",27,3.0,2021,06,June,01
Great Product,2,"Worked right out of the packaging, cute, inexpensive",8,5.0,2021,06,June,01
Very pleased with product,4,"I recently picked up a new computer and needed a new mouse - one that would fit the bill for my work editing video. It needed to be light, ergonomic and move well with sensitivity. I also work in low light and the LED light on the mouse is a nice touch. The LED is certainly not an essential feature, but it definitely adds a nice look to the product, and for me is very appealing. This mouse has been great all around. I recommend this product.Edit: Initially I loved this mouse, however its ability to maintain a charge dramatically decreased in short order. It can no longer keep a charge for more than an hour or so. The mouse has essentially become useless. This is quite a disappointment after initially enjoying the other qualities of this mouse.",138,5.0,2021,06,June,01
Don’t buy!!!,2,"This mouse works like a charm, it is beautiful. The changing colors are fantastically fun!  This fits nicely in my backpack for use with my laptop.",26,1.0,2021,06,June,01
Awful,1,I had my mouse for about a week and after using it maybe 5 times. It completely stopped moving around. Only things that works on it is the buttons and the wheel,32,1.0,2021,06,June,01
Worked perfectly fine until it broke.,6,"Awesome and cool, the color turns red when it's time to plug in and recharge.",15,2.0,2021,05,May,31
Glowing Mouse,2,"I love how you don't need a battery , just recharge it! Great and colorfull!",15,5.0,2021,05,May,31
Easy to operate but...,4,Great wireless mouse.  The instructions were easy to follow.  The only thing I wish it did was glow red when it needs recharging.  I will probably purchase another one when this one dies.,33,4.0,2021,05,May,31
As described,2,Love how it looks and feels but out the box it was really glitchy. I charged it and saw that it was still sticking a bit as I was using it. Since it's a mouse the one thing it should do is move smoothly ya know? I don't know if this was just this one mouse or it's how it runs. Either way it's really annoying when you're trying to get things done.,73,5.0,2021,05,May,31
Satisfied customer!,2,"I was looking to buy a portable mouse for travel, and was going to buy a regular battery one but saw this pop up as an option. I really like the mint green color. It’s affordable, easy to use, connects fast, and very low profile. The clicker is quiet too. Scroller works great as well. I charged it up connected via USB to my dock station and it was ready to go. Love it.",74,5.0,2021,05,May,31
Garbage,1,Used for daily use. Nice product,6,1.0,2021,05,May,30
Nice wireless mouse,3,The mouse is light weight and I like the colors. It is also smooth and charge lasts for a while. However I just bought it in May and today in August the usb broke off in the usb port of my computer. The metal part detached from the plastic part. Disappointed.,51,4.0,2021,05,May,30
Great product,2,So I bought this a few days ago and the first day of using it which was yesterday (6/8/21) the color changing lights worked and now (6/9/21) only the red light works. This is bs!!! I turned it off for 40 mins to give it a rest but nope the lights still don’t work 2/10 don’t recommend,57,5.0,2021,05,May,30
It's silent,2,"Very glitch-y.  Curser tracking is not smooth at all.  Silent buttons are almost too sensitive and frequently ""click"" when I'm not meaning to do so.I threw out this item after only 3 days.",33,5.0,2021,05,May,30
Not the best mouse out there.,6,"Gorgeous and very affordable. The battery doesn't last very long, but it's easy to charge while using.",17,3.0,2021,05,May,30
Broke within a week,4,"I was so happy with this mouse when I first got it. Very comfortable, loved the light and most of all the wireless feature. The love affair however was short-lived. After using the mouse for only 2 months it stopped working. I would charge it, it would run for 5 minutes then dead again. It got to the point that the only way the mouse would work is if I kept it plugged - therefore defeating the wireless feature.",79,1.0,2021,05,May,29
The best mouse,3,"Love the design. After two weeks, it has started to fail again (this is my 2nd one). Hoping it's just a fluke!",22,5.0,2021,05,May,29
Disappointed with product. Unable to return for replacement.,8,"This mouse was purchased for use with my laptop. I've purchased two of the same brand previously, but wanted something different so I took a chance on this unknown. The mouse is light, and ergonomic - I have a fairly small hand and it fits well. Connection was simple. The sleep mode will definitely increase battery life. Add to this the pretty lights, and lovely rose color...I'm pleasantly surprised! I would recommend this mouse to anyone who wants an inexpensive, and uncomplicated, addition to their setup.",86,2.0,2021,05,May,29
Bad batteries,2,Size is just right for me,6,2.0,2021,05,May,29
I loved this mouse until...,5,"I like that it recharges and doesn't require batteries.  It doesn't last that long though.  but seems to recharge good enough after only being plugged in for even 5 minutes.  I wish it came with a longer charge cord since you could then use also with charging cable plugged in  ( still can, but very short cord)",57,1.0,2021,05,May,29
